bank,card,category,filename,url,local_path
AXIS,Flipkart Axisbank Credit Card,TERMS,bookmyshow-terms-and-conditions.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/bookmyshow-terms-and-conditions.pdf,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\bookmyshow-terms-and-conditions.pdf
AXIS,Flipkart Axisbank Credit Card,TERMS,card-member-agreement.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/card-member-agreement.pdf?sfvrsn=e859dc11_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\card-member-agreement.pdf
AXIS,Flipkart Axisbank Credit Card,TERMS,cashback-tncs---final.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/cashback-tncs---final.pdf?sfvrsn=b55a0e1a_4,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\cashback-tncs---final.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,details-of-sebi-registration.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/details-of-sebi-registration.pdf?sfvrsn=2483b8c7_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\details-of-sebi-registration.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,flipkart-axis-bank-credit-card-preferred-merchants.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/flipkart-axis-bank-credit-card-preferred-merchants.pdf?sfvrsn=6f1c974f_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\flipkart-axis-bank-credit-card-preferred-merchants.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,positive-pay-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/positive-pay-system.pdf?sfvrsn=3faa4ed5_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\positive-pay-system.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,responsible-disclosure-policy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/responsible-disclosure-policy.pdf?sfvrsn=3bf34b4d_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\responsible-disclosure-policy.pdf
AXIS,Flipkart Axisbank Credit Card,MISCELLANEOUS,sbb-products-rate-of-interest-disbursed.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/sbb-products-rate-of-interest-disbursed.pdf?sfvrsn=b37d6273_7,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\MISCELLANEOUS\sbb-products-rate-of-interest-disbursed.pdf
AXIS,Flipkart Axisbank Credit Card,TERMS,terms-and-conditions-flipkart-axis-bank-credit-card.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/terms-and-conditions-flipkart-axis-bank-credit-card.pdf?sfvrsn=5a68a36d_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\terms-and-conditions-flipkart-axis-bank-credit-card.pdf
AXIS,Flipkart Axisbank Credit Card,TERMS,terms-and-conditions-for-cleartrip-welcome-benefit.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/terms-and-conditions-for-cleartrip-welcome-benefit.pdf?sfvrsn=12e97bd3_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\terms-and-conditions-for-cleartrip-welcome-benefit.pdf
AXIS,Flipkart Axisbank Credit Card,OFFERS,tnc-for-flipkart-voucher-offer-v1.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/tnc-for-flipkart-voucher-offer-v1.pdf?sfvrsn=e044b8f3_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\OFFERS\tnc-for-flipkart-voucher-offer-v1.pdf
AXIS,Flipkart Axisbank Credit Card,TERMS,tncs-for-flipkart-welcome-benefit.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/tncs-for-flipkart-welcome-benefit.pdf?sfvrsn=9ce2efcd_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\TERMS\tncs-for-flipkart-welcome-benefit.pdf
AXIS,Flipkart Axisbank Credit Card,PRODUCT_GUIDE,welcome-benefits-swiggy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/welcome-benefits-swiggy.pdf?sfvrsn=f15c1c85_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Flipkart Axisbank Credit Card\PRODUCT_GUIDE\welcome-benefits-swiggy.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,axis-family-book-of-records.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-family-book-of-records.pdf?sfvrsn=e7f5cc36_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\axis-family-book-of-records.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,board-note-guidelines---resolution-framework-2-0_new.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/board-note-guidelines---resolution-framework-2-0_new.pdf?sfvrsn=469fbe61_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\board-note-guidelines---resolution-framework-2-0_new.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,TERMS,terms-and-conditions-for-google-pay-flex-axis-bank-credit-card.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-card/terms-and-conditions-for-google-pay-flex-axis-bank-credit-card.pdf?sfvrsn=66d103c2_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\TERMS\terms-and-conditions-for-google-pay-flex-axis-bank-credit-card.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,details-of-sebi-registration.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/details-of-sebi-registration.pdf?sfvrsn=2483b8c7_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\details-of-sebi-registration.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,positive-pay-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/positive-pay-system.pdf?sfvrsn=3faa4ed5_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\positive-pay-system.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,responsible-disclosure-policy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/responsible-disclosure-policy.pdf?sfvrsn=3bf34b4d_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\responsible-disclosure-policy.pdf
AXIS,Google Pay Flex Axis Bank Credit Card,MISCELLANEOUS,sbb-products-rate-of-interest-disbursed.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/sbb-products-rate-of-interest-disbursed.pdf?sfvrsn=b37d6273_7,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Google Pay Flex Axis Bank Credit Card\MISCELLANEOUS\sbb-products-rate-of-interest-disbursed.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,axis-family-book-of-records.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-family-book-of-records.pdf?sfvrsn=e7f5cc36_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\axis-family-book-of-records.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,board-note-guidelines---resolution-framework-2-0_new.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/board-note-guidelines---resolution-framework-2-0_new.pdf?sfvrsn=469fbe61_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\board-note-guidelines---resolution-framework-2-0_new.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,iocl-fuel-outlet-list.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/iocl-fuel-outlet-list.pdf?sfvrsn=1d4e1ee4_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\iocl-fuel-outlet-list.pdf
AXIS,Indianoil Axis Bank Credit Card,TERMS,terms-and-conditions-indian-oil-credit-card.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/terms-and-conditions-indian-oil-credit-card.pdf?sfvrsn=213fdc9a_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\TERMS\terms-and-conditions-indian-oil-credit-card.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,details-of-sebi-registration.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/details-of-sebi-registration.pdf?sfvrsn=2483b8c7_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\details-of-sebi-registration.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,indianoil-axis-bank-activation-benefit-t-c.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/indianoil-axis-bank-activation-benefit-t-c.pdf?sfvrsn=caf4dff1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\indianoil-axis-bank-activation-benefit-t-c.pdf
AXIS,Indianoil Axis Bank Credit Card,OFFERS,indianoil-axis-bank-offer-t-c.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/indianoil-axis-bank-offer-t-c.pdf?sfvrsn=9b5d6a1e_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\OFFERS\indianoil-axis-bank-offer-t-c.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,positive-pay-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/positive-pay-system.pdf?sfvrsn=3faa4ed5_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\positive-pay-system.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,responsible-disclosure-policy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/responsible-disclosure-policy.pdf?sfvrsn=3bf34b4d_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\responsible-disclosure-policy.pdf
AXIS,Indianoil Axis Bank Credit Card,MISCELLANEOUS,sbb-products-rate-of-interest-disbursed.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/sbb-products-rate-of-interest-disbursed.pdf?sfvrsn=b37d6273_7,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Axis Bank Credit Card\MISCELLANEOUS\sbb-products-rate-of-interest-disbursed.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,axis-family-book-of-records.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-family-book-of-records.pdf?sfvrsn=e7f5cc36_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\axis-family-book-of-records.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,board-note-guidelines---resolution-framework-2-0_new.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/board-note-guidelines---resolution-framework-2-0_new.pdf?sfvrsn=469fbe61_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\board-note-guidelines---resolution-framework-2-0_new.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Indianoil Premium Credit Card,LOUNGE,axis-bank-airport-lounge-access-program.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/axis-bank-airport-lounge-access-program.pdf?sfvrsn=20300a48_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\LOUNGE\axis-bank-airport-lounge-access-program.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,iocl-fuel-outlet-list.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/iocl-fuel-outlet-list.pdf?sfvrsn=1d4e1ee4_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\iocl-fuel-outlet-list.pdf
AXIS,Indianoil Premium Credit Card,TERMS,terms-and-conditions-for-indianoil-axis-bank-premium-credit-card.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/terms-and-conditions-for-indianoil-axis-bank-premium-credit-card.pdf?sfvrsn=1a54117b_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\TERMS\terms-and-conditions-for-indianoil-axis-bank-premium-credit-card.pdf
AXIS,Indianoil Premium Credit Card,TERMS,terms-and-conditions-iocl-premium-final.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/credit-cards/terms-and-conditions-iocl-premium-final.pdf?sfvrsn=deed1e2c_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\TERMS\terms-and-conditions-iocl-premium-final.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,details-of-sebi-registration.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/details-of-sebi-registration.pdf?sfvrsn=2483b8c7_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\details-of-sebi-registration.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,positive-pay-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/positive-pay-system.pdf?sfvrsn=3faa4ed5_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\positive-pay-system.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,responsible-disclosure-policy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/responsible-disclosure-policy.pdf?sfvrsn=3bf34b4d_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\responsible-disclosure-policy.pdf
AXIS,Indianoil Premium Credit Card,MISCELLANEOUS,sbb-products-rate-of-interest-disbursed.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/sbb-products-rate-of-interest-disbursed.pdf?sfvrsn=b37d6273_7,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indianoil Premium Credit Card\MISCELLANEOUS\sbb-products-rate-of-interest-disbursed.pdf
AXIS,Indigo Axis Bank Credit Card,LOUNGE,axis-bank-airport-lounge-access-program.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-bank-airport-lounge-access-program.pdf?sfvrsn=843429b3_11,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\LOUNGE\axis-bank-airport-lounge-access-program.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,axis-family-book-of-records.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-family-book-of-records.pdf?sfvrsn=e7f5cc36_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\axis-family-book-of-records.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,board-note-guidelines---resolution-framework-2-0_new.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/board-note-guidelines---resolution-framework-2-0_new.pdf?sfvrsn=469fbe61_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\board-note-guidelines---resolution-framework-2-0_new.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,details-of-sebi-registration.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/details-of-sebi-registration.pdf?sfvrsn=2483b8c7_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\details-of-sebi-registration.pdf
AXIS,Indigo Axis Bank Credit Card,TERMS,final_indigo-base_customer-tnc.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/final_indigo-base_customer-tnc.pdf?sfvrsn=797c78d0_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\TERMS\final_indigo-base_customer-tnc.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,positive-pay-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/positive-pay-system.pdf?sfvrsn=3faa4ed5_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\positive-pay-system.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,responsible-disclosure-policy.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/responsible-disclosure-policy.pdf?sfvrsn=3bf34b4d_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\responsible-disclosure-policy.pdf
AXIS,Indigo Axis Bank Credit Card,MISCELLANEOUS,sbb-products-rate-of-interest-disbursed.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/sbb-products-rate-of-interest-disbursed.pdf?sfvrsn=b37d6273_7,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\MISCELLANEOUS\sbb-products-rate-of-interest-disbursed.pdf
AXIS,Indigo Axis Bank Credit Card,TERMS,terms-and-conditions-for-indigo-axis-bank-credit-card.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/terms-and-conditions-for-indigo-axis-bank-credit-card.pdf?sfvrsn=546cdc47_3,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Credit Card\TERMS\terms-and-conditions-for-indigo-axis-bank-credit-card.pdf
AXIS,Indigo Axis Bank Premium Credit Card,LOUNGE,axis-bank-airport-lounge-access-program.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-bank-airport-lounge-access-program.pdf?sfvrsn=843429b3_11,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\LOUNGE\axis-bank-airport-lounge-access-program.pdf
AXIS,Indigo Axis Bank Premium Credit Card,MISCELLANEOUS,axis-family-book-of-records.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/axis-family-book-of-records.pdf?sfvrsn=e7f5cc36_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\MISCELLANEOUS\axis-family-book-of-records.pdf
AXIS,Indigo Axis Bank Premium Credit Card,MISCELLANEOUS,board-note-guidelines---resolution-framework-2-0_new.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/board-note-guidelines---resolution-framework-2-0_new.pdf?sfvrsn=469fbe61_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\MISCELLANEOUS\board-note-guidelines---resolution-framework-2-0_new.pdf
AXIS,Indigo Axis Bank Premium Credit Card,MISCELLANEOUS,clm.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/clm.pdf?sfvrsn=ce127af1_1,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\MISCELLANEOUS\clm.pdf
AXIS,Indigo Axis Bank Premium Credit Card,MISCELLANEOUS,continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf?sfvrsn=6be07c0e_2,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\MISCELLANEOUS\continuous-clearing-and-settlement-on-realization-in-cheque-truncation-system.pdf
AXIS,Indigo Axis Bank Premium Credit Card,MISCELLANEOUS,customer-education-literature-on-smairac-norms.pdf,https://www.axis.bank.in/docs/default-source/default-document-library/customer-education-literature-on-smairac-norms.pdf?sfvrsn=662cba2b_5,C:\Users\potda\Namura\CreditCardDataMaker_Final\per_card_data\AXIS\Indigo Axis Bank Premium Credit Card\MISCELLANEOUS\customer-education-literature-on-smairac-norms.pdf
